CODEMP;CODPROD;DESCRPROD;REFERENCIA;CODLOCAL;DESCRLOCAL;CONTROLE;ESTOQUE;RESERVADO;DISPONIVEL;ATIVO;CODGRUPOPROD;DESCRGRUPOPROD
6;206868;CANO INJETOR 1 CILINDRO OM352/OM352A;206868;101;LOCAL WMS; ;1;0;1;S;10701;ALTERNADOR
6;206869;CANO INJETOR 2 CILINDRO OM352/OM352A;206869;101;LOCAL WMS; ;1;0;1;S;10701;ALTERNADOR
6;206870;CANO INJETOR 3 CILINDRO OM352/OM352A;206870;101;LOCAL WMS; ;1;0;1;S;10701;ALTERNADOR
6;206871;CANO INJETOR 4 CILINDRO OM352/OM352A;206871;101;LOCAL WMS; ;1;0;1;S;10701;ALTERNADOR
6;206872;CANO INJETOR 5 CILINDRO OM352/OM352A;206872;101;LOCAL WMS; ;1;0;1;S;10701;ALTERNADOR
6;206873;CANO INJETOR 6 CILINDRO OM352/OM352A;206873;101;LOCAL WMS; ;1;0;1;S;10701;ALTERNADOR
6;207089;BUJAO ROSQUEADO ACO 24X1,50MM ACO C/ IMA C/ ABA;207089;101;LOCAL WMS; ;19;25;-6;S;0;<SEM GRUPO>
6;207124;ANEL;207124;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;207238;PASTILHA GARFO MARCHA RE;207238;101;LOCAL WMS; ;14;22;-8;S;10301;CARCACA DE MUDANCAS
6;207239;PASTILHA 1ª / 2ª / 3ª / 4ª MARCHAS EM BRONZE;207239;101;LOCAL WMS; ;32;48;-16;S;0;<SEM GRUPO>
6;207251;BIELA MOTOR MBB OM924 / OM926 TRAPEZOIDAL;207251;101;LOCAL WMS; ;6;3;3;S;10101;BLOCO DOS CILINDROS
6;207261;ANEL CAMISA MOTOR;207261;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;208237;CAMISA CILINDRO OM924 STD;208237;101;LOCAL WMS; ;8;4;4;S;10101;BLOCO DOS CILINDROS
6;208345;SENSOR VELOCIDADE;208345;101;LOCAL WMS; ;1;0;1;S;11301;CHAPA DO ASSOALHO
6;208484;BUCHA COMANDO MOTOR;208484;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;208490;BUCHA COMANDO MOTOR;208490;101;LOCAL WMS; ;3;3;0;S;10101;BLOCO DOS CILINDROS
6;208497;ELEMENTO FILTRO COMBUSTIVEL MOTOR MAN;208497;101;LOCAL WMS; ;2;1;1;S;10801;FILTRO DE AR
6;208498;ESTICADOR CORREIA POLIA LISA PLASTICO;208498;101;LOCAL WMS; ;1;1;0;S;10301;CARCACA DE MUDANCAS
6;208500;PINO GUIA MANCAL MOTOR;208500;101;LOCAL WMS; ;14;10;4;S;10101;BLOCO DOS CILINDROS
6;208501;JET COLLER MOTOR;208501;101;LOCAL WMS; ;4;4;0;S;10101;BLOCO DOS CILINDROS
6;208502;PARAFUSO JETCOOLER MOTOR;208502;101;LOCAL WMS; ;4;4;0;S;10101;BLOCO DOS CILINDROS
6;208503;PARAFUSO BIELA MOTOR;208503;101;LOCAL WMS; ;16;8;8;S;10101;BLOCO DOS CILINDROS
6;208516;JUNTA RADIADOR OLEO MOTOR;208516;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;208525;JUNTA TUBO EGR;208525;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;208527;VEDACAO;208527;101;LOCAL WMS; ;2;2;0;S;10101;BLOCO DOS CILINDROS
6;209288;JOGO JUNTAS COMPLETO MOTOR;209288;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;209511;RADIADOR;209511;101;LOCAL WMS; ;55;0;55;S;20299;GRUPO EM MANUTENCAO
6;209579;KIT EMBREAGEM 330MM 10E;209579;101;LOCAL WMS; ;1;0;1;S;10204;KIT EMBREAGEM
6;209604;BOMBA DE OLEO;209604;101;LOCAL WMS; ;3;0;3;S;20299;GRUPO EM MANUTENCAO
6;209605;VEDADOR VALVULA;209605;101;LOCAL WMS; ;1;0;1;S;20299;GRUPO EM MANUTENCAO
6;209606;MANGUEIRA;209606;101;LOCAL WMS; ;5;0;5;S;20299;GRUPO EM MANUTENCAO
6;209609;VALVULA TERMOSTATICA;209609;101;LOCAL WMS; ;2;0;2;S;20299;GRUPO EM MANUTENCAO
6;209638;BOMBA AGUA MOTOR;209638;101;LOCAL WMS; ;3;0;3;S;20299;GRUPO EM MANUTENCAO
6;209639;RETENTOR;209639;101;LOCAL WMS; ;49;0;49;S;20299;GRUPO EM MANUTENCAO
6;209640;PARAFUSO;209640;101;LOCAL WMS; ;8;0;8;S;20299;GRUPO EM MANUTENCAO
6;209641;CORREIA;209641;101;LOCAL WMS; ;1;0;1;S;20299;GRUPO EM MANUTENCAO
6;209735;VALVULA ALIVIO FILTRO ;209735;101;LOCAL WMS; ;2;0;2;S;20299;GRUPO EM MANUTENCAO
6;209739;ANEL PISTA RETENTOR VOLANTE;209739;101;LOCAL WMS; ;24;0;24;S;20299;GRUPO EM MANUTENCAO
6;209741;VALVULA ESCAPE;209741;101;LOCAL WMS; ;12;0;12;S;20299;GRUPO EM MANUTENCAO
6;209742;PINO GUIA CABECOTE;209742;101;LOCAL WMS; ;7;0;7;S;20299;GRUPO EM MANUTENCAO
6;209743;VALVULA ADMISSAO;209743;101;LOCAL WMS; ;12;0;12;S;20299;GRUPO EM MANUTENCAO
6;209832;CALCO CAMISA ;209832;101;LOCAL WMS; ;12;0;12;S;20299;GRUPO EM MANUTENCAO
6;209834;ABRACADEIRA ;209834;101;LOCAL WMS; ;1;0;1;S;20299;GRUPO EM MANUTENCAO
6;209855;PISTAO C/ ANEL MOTOR CUMMINS SERIE B ELETRONICO;209855;101;LOCAL WMS; ;4;4;0;S;20299;GRUPO EM MANUTENCAO
6;211338;BLOCO MOTOR 6 CIL X12;211338;101;LOCAL WMS; ;1;0;1;S;10120;JOGOS DE REPAROS
6;211740;BIELA MOTOR CUMMINS SERIE B / MODERNA FRATURADA ;211740;101;LOCAL WMS; ;2;0;2;S;10101;BLOCO DOS CILINDROS
6;211812;PULVERIZADOR OLEO PISTAO AC;211812;101;LOCAL WMS; ;12;0;12;S;20299;GRUPO EM MANUTENCAO
6;211813;ANEL ELASTICO ACO;211813;101;LOCAL WMS; ;7;0;7;S;20299;GRUPO EM MANUTENCAO
6;211820;VOLANTE MOTOR ;211820;101;LOCAL WMS; ;1;0;1;S;20299;GRUPO EM MANUTENCAO
6;211841;ALTERNADOR ;211841;101;LOCAL WMS; ;1;0;1;S;20299;GRUPO EM MANUTENCAO
6;211993;ANEL INTERNO SINCRONIZADO 3ª / 4ª MARCHA;211993;101;LOCAL WMS; ;14;2;12;S;10301;CARCACA DE MUDANCAS
6;212069;ENGRENAGEM 6ª MARCHA LIVRE 24D;212069;101;LOCAL WMS; ;1;0;1;S;10304;ENGRENAGENS E EIXOS
6;212096;ROLAMENTO GAIOLA ENGRENAGEM 2ª / 3ª MARCHA MARCHA;212096;101;LOCAL WMS; ;1;1;0;S;10304;ENGRENAGENS E EIXOS
6;212097;ROLAMENTO ROLETES CILINDRICOS 37X57X31MM;212097;101;LOCAL WMS; ;4;1;3;S;11001;ROLAMENTO
6;212111;ACOPLAMENTO RASPADOR ALAVANCA TRAMBULADOR BIGODINHO;212111;101;LOCAL WMS; ;7;12;-5;S;10302;TRAMBULADOR SELETOR MARCHAS
6;212137;CONE SINCRONIZADO 1ª / 2ª MARCHA G60/ 85;212137;101;LOCAL WMS; ;12;2;10;S;10301;CARCACA DE MUDANCAS
6;212138;ANEL SINCRONIZADO EXTERNO 3ª / 4ª MARCHA G60/ 85;212138;101;LOCAL WMS; ;20;2;18;S;10301;CARCACA DE MUDANCAS
6;212141;ROLAMENTO AGULHAS EIXO PRINCIPAL CAMBIO 16S 9S;212141;101;LOCAL WMS; ;1;0;1;S;10304;ENGRENAGENS E EIXOS
6;212288;CONE ACOPLAMENTO 6ª VEL ESTRIA FINA G60/ 85;212288;101;LOCAL WMS; ;1;1;0;S;10301;CARCACA DE MUDANCAS
6;212506;CORREIA V;212506;101;LOCAL WMS; ;2;0;2;S;10117;CORREIAS
6;212783;PINO PISTAO;212783;101;LOCAL WMS; ;6;0;6;S;10101;BLOCO DOS CILINDROS
6;212796;VALVULA ADMISSAO MOTOR;212796;101;LOCAL WMS; ;4;0;4;S;10103;COMANDO DE VALVULAS
6;212810;VALVULA ESCAPE;212810;101;LOCAL WMS; ;4;0;4;S;10103;COMANDO DE VALVULAS
6;212867;ANEL DE VEDACAO;212867;101;LOCAL WMS; ;1;0;1;S;10102;CABECOTE
6;212878;ANEL DE VEDACAO;212878;101;LOCAL WMS; ;18;0;18;S;10102;CABECOTE
6;213128;ANEL DE VEDACAO RETANGULAR;213128;101;LOCAL WMS; ;5;0;5;S;10102;CABECOTE
6;214234;JOGO BUCHAS COMANDO VALVULA;214234;101;LOCAL WMS; ;1;0;1;S;10102;CABECOTE
6;214356;JOGO JUNTAS SUPERIOR;214356;101;LOCAL WMS; ;1;0;1;S;10102;CABECOTE
6;214662;JUNTA BOMBA AGUA;214662;101;LOCAL WMS; ;1;0;1;S;10102;CABECOTE
6;214663;JUNTA BOMBA AGUA;214663;101;LOCAL WMS; ;1;0;1;S;10102;CABECOTE
6;214744;JUNTA CARCACA SEGUIDORES COMANDO;214744;101;LOCAL WMS; ;1;0;1;S;10102;CABECOTE
6;215222;PISTAO MOTOR;215222;101;LOCAL WMS; ;6;0;6;S;10101;BLOCO DOS CILINDROS
6;215405;SELO BOMBA AGUA;215405;101;LOCAL WMS; ;1;0;1;S;11501;PARAFUSO
6;216785;ANEL DE RETENCAO;216785;101;LOCAL WMS; ;12;0;12;S;10102;CABECOTE
6;216805;PINO GUIA MANCAL BLOCO MOTOR CUMMINS;216805;101;LOCAL WMS; ;10;10;0;S;10102;CABECOTE
6;218520;RADIADOR DE OLEO ISB4;218520;101;LOCAL WMS; ;1;1;0;S;10102;CABECOTE
6;218587;EMBOLO REGULADOR PRESSAO;218587;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;219634;MANGUEIRA PLANA;219634;101;LOCAL WMS; ;1;0;1;S;10108;REFRIGERACAO AGUA
6;220329;PARAFUSO CABECA SEXTAVADA;220329;101;LOCAL WMS; ;1;1;0;S;10121;SISTEMA ESCAPAMENTO
6;220352;PARAFUSO CABECA SEXTAVADA JETCOLLER;220352;101;LOCAL WMS; ;3;4;-1;S;10121;SISTEMA ESCAPAMENTO
6;220372;PARAFUSO ;220372;101;LOCAL WMS; ;6;6;0;S;10121;SISTEMA ESCAPAMENTO
6;221316;TAMPA PROTECAO;221316;101;LOCAL WMS; ;1;0;1;S;10102;CABECOTE
6;223830;PINO GUIA;223830;101;LOCAL WMS; ;2;0;2;S;10102;CABECOTE
6;223840;PINO GUIA;223840;101;LOCAL WMS; ;6;0;6;S;10102;CABECOTE
6;226389;VALVULA ADMISSAO CUMMINS SERIE B ( UNIDADE);226389;101;LOCAL WMS; ;8;8;0;S;10103;COMANDO DE VALVULAS
6;227756;ARRUELA CAIXA 16S-221;227756;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;228944;BUCHA CAIXA 16S-221;228944;101;LOCAL WMS; ;4;4;0;S;10301;CARCACA DE MUDANCAS
6;229102;PINO CAIXA 9S-1110;229102;101;LOCAL WMS; ;1;1;0;S;10301;CARCACA DE MUDANCAS
6;229274;PORCA SEGURANCA CAIXA 9S-1110;229274;101;LOCAL WMS; ;1;1;0;S;0;<SEM GRUPO>
6;229289;ARRUELA RETENCAO CAIXA 8S/16S;229289;101;LOCAL WMS; ;1;1;0;S;10301;CARCACA DE MUDANCAS
6;229756;CORPO ACOPLAMENTO CAIXA 16S-221;229756;101;LOCAL WMS; ;2;2;0;S;10301;CARCACA DE MUDANCAS
6;230108;PINO CAIXA 16S-221;230108;101;LOCAL WMS; ;1;1;0;S;10301;CARCACA DE MUDANCAS
6;230120;PLACA INTERMEDIARIA CAIXA 16S-221;230120;101;LOCAL WMS; ;1;1;0;S;10301;CARCACA DE MUDANCAS
6;230136;ADAPTADOR CAIXA 16S-221;230136;101;LOCAL WMS; ;2;2;0;S;10301;CARCACA DE MUDANCAS
6;230155;PINO CAIXA 16S-221;230155;101;LOCAL WMS; ;1;1;0;S;10301;CARCACA DE MUDANCAS
6;230174;CILINDRO CAIXA 16S-221;230174;101;LOCAL WMS; ;2;2;0;S;10301;CARCACA DE MUDANCAS
6;230241;CORPO ACOPLAMENTO CAIXA 16S-221;230241;101;LOCAL WMS; ;6;4;2;S;10301;CARCACA DE MUDANCAS
6;230249;CILINDRO CAIXA 16S-221;230249;101;LOCAL WMS; ;3;2;1;S;10301;CARCACA DE MUDANCAS
6;230348;ENCOSTO TRAVA CAIXA 9S-1110;230348;101;LOCAL WMS; ;1;0;1;S;10301;CARCACA DE MUDANCAS
6;230704;PARAFUSO BUCHA ROSCADA;230704;101;LOCAL WMS; ;2;2;0;S;10301;CARCACA DE MUDANCAS
6;230924;ROLAMENTO DIFERENCIAL;230924;101;LOCAL WMS; ;2;0;2;S;11001;ROLAMENTO
6;230935;ANEL TRAVA PORTA PLANETARIO;230935;101;LOCAL WMS; ;4;0;4;S;10301;CARCACA DE MUDANCAS
6;230955;TUBO PRESSAO MOTOR ;230955;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;231046;BRONZINA BIELA STD ;231046;101;LOCAL WMS; ;8;0;8;S;20299;GRUPO EM MANUTENCAO
6;231047;BRONZINA MANCAL;231047;101;LOCAL WMS; ;14;0;14;S;20299;GRUPO EM MANUTENCAO
6;231052;CHAVETA;231052;101;LOCAL WMS; ;48;0;48;S;20299;GRUPO EM MANUTENCAO
6;231053;JUNTA SUPERIOR;231053;101;LOCAL WMS; ;19;0;19;S;20299;GRUPO EM MANUTENCAO
6;231055;GUIA ;231055;101;LOCAL WMS; ;24;0;24;S;20299;GRUPO EM MANUTENCAO
6;231057;TAMPA DISTRIBUICAO;231057;101;LOCAL WMS; ;1;0;1;S;20299;GRUPO EM MANUTENCAO
6;231058;BOMBA AGUA ;231058;101;LOCAL WMS; ;2;0;2;S;20299;GRUPO EM MANUTENCAO
6;232946;PLUG;232946;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;232964;TUBO OLEO;232964;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;232965;TUBO OLEO;232965;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;234567;BUJAO ROSCADO M24X1,5MM;234567;101;LOCAL WMS; ;2;2;0;S;10301;CARCACA DE MUDANCAS
6;239081;ADAPTADOR;239081;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;240002;CANECA TRANSFERENCIA MBB AXOR G221 / G210 / G240;240002;101;LOCAL WMS; ;7;9;-2;S;10301;CARCACA DE MUDANCAS
6;240042;ARRUELA ;240042;101;LOCAL WMS; ;2;0;2;S;20299;GRUPO EM MANUTENCAO
6;240423;CARTER ;240423;101;LOCAL WMS; ;2;0;2;S;20299;GRUPO EM MANUTENCAO
6;243009;UNIDADE INJETORA;243009;101;LOCAL WMS; ;6;0;6;S;20299;GRUPO EM MANUTENCAO
6;243530;RETENTOR;243530;101;LOCAL WMS; ;1;0;1;S;20299;GRUPO EM MANUTENCAO
6;244164;BICO INJETOR COMANDO MBB OM457;244164;101;LOCAL WMS; ;6;0;6;S;0;<SEM GRUPO>
6;244165;MANGUEIRA RESPIRO MOTOR MB OM457;244165;101;LOCAL WMS; ;1;0;1;S;10601;FREIO DIANTEIRO
6;244218;BUCHA BIELA OM924 // OM926 // PINO 44 MM;244218;101;LOCAL WMS; ;6;0;6;S;10301;CARCACA DE MUDANCAS
6;244271;MOLA VALVULA ADMISSAO / ESCAPE MBB OM457;244271;101;LOCAL WMS; ;12;0;12;S;10101;BLOCO DOS CILINDROS
6;244831;ELIMINA JUNTA 70ML PRETO LIQUIDA DIRKO;244831;101;LOCAL WMS; ;6;3;3;S;10101;BLOCO DOS CILINDROS
6;247028;ELEMENTO FILTRO COMBUSTIVEL;247028;101;LOCAL WMS; ;3;0;3;S;20299;GRUPO EM MANUTENCAO
6;247165;COMANDO VALVULA MOTOR OM457;247165;101;LOCAL WMS; ;1;1;0;S;0;<SEM GRUPO>
6;247505;JOGO REPARO COMPLETO CAMBIO ZF;247505;101;LOCAL WMS; ;2;0;2;S;10301;CARCACA DE MUDANCAS
6;247556;ROLAMENTO ;247556;101;LOCAL WMS; ;2;1;1;S;11101;LUBRIFICACAO DE MOTOR
6;247843;PINO GUIA BOMBA OLEO MBB OM924 // OM904 // OM906 // OM926;247843;101;LOCAL WMS; ;2;0;2;S;10301;CARCACA DE MUDANCAS
6;248040;TRAVA VALVULA ADMISSAO / ESCAPE MOTOR MAN;248040;101;LOCAL WMS; ;32;32;0;S;10101;BLOCO DOS CILINDROS
6;248042;PARAFUSO COLETOR ESCAPE;248042;101;LOCAL WMS; ;6;6;0;S;10101;BLOCO DOS CILINDROS
6;248044;PINO GUIA BASE BLOCO MOTOR;248044;101;LOCAL WMS; ;4;4;0;S;10101;BLOCO DOS CILINDROS
6;248434;ENGRENAGEM 1ª MARCHA MOMARCHA;248434;101;LOCAL WMS; ;2;0;2;S;10304;ENGRENAGENS E EIXOS
6;248480;PORCA;248480;101;LOCAL WMS; ;6;6;0;S;10101;BLOCO DOS CILINDROS
6;249096;SENSOR PRESSAO OLEO MOTOR 06BAR;249096;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;249167;JUNTA VEDACAO;249167;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;249281;ELEMENTO FILTRO COMBUSTIVEL;249281;101;LOCAL WMS; ;4;0;4;S;10801;FILTRO DE AR
6;250234;PINO PISTAO JOHN DEERE;250234;101;LOCAL WMS; ;6;0;6;S;20299;GRUPO EM MANUTENCAO
6;251268;SENSOR PRESSAO TURBO COMPRESSOR;251268;101;LOCAL WMS; ;1;1;0;S;11301;CHAPA DO ASSOALHO
6;254382;ANEL VEDACAO RESFRIADOR OLEO;254382;101;LOCAL WMS; ;2;0;2;S;10101;BLOCO DOS CILINDROS
6;254911;SUPORTE P/ CHICOTE BICO INJETOR ;254911;101;LOCAL WMS; ;2;2;0;S;10101;BLOCO DOS CILINDROS
6;255124;POLIA BOMBA AGUA EM FERRO  MBB OM457 ELETRONICO;255124;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;255151;VALVULA ADMISSAO MOTOR;255151;101;LOCAL WMS; ;12;0;12;S;10103;COMANDO DE VALVULAS
6;255697;TAMPA DO MANCAL DE ACO;255697;101;LOCAL WMS; ;5;10;-5;S;11301;CHAPA DO ASSOALHO
6;256484;VALVULA ESCAPE;256484;101;LOCAL WMS; ;25;12;13;S;10301;CARCACA DE MUDANCAS
6;256507;VALVULA ESCAPE;256507;101;LOCAL WMS; ;10;10;0;S;10301;CARCACA DE MUDANCAS
6;256510;VALVULA ADMISSAO;256510;101;LOCAL WMS; ;36;12;24;S;10301;CARCACA DE MUDANCAS
6;256515;VALVULA ESCAPE MOTOR SCANIA;256515;101;LOCAL WMS; ;48;12;36;S;10301;CARCACA DE MUDANCAS
6;256994;JOGO JUNTAS SUPERIOR MOTOR;256994;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;257503;SENSOR POSICAO;257503;101;LOCAL WMS; ;1;1;0;S;11301;CHAPA DO ASSOALHO
6;258036;CABECOTE MOTOR MB OM457 EURO V;258036;101;LOCAL WMS; ;23;0;23;S;10101;BLOCO DOS CILINDROS
6;258594;SENSOR;258594;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;259063;PAR BRONZINA BIELA STD;259063;101;LOCAL WMS; ;6;4;2;S;10106;PISTAO / CAMISA / ANEL
6;259068;JOGO BUCHA BIELA MOTOR STD;259068;101;LOCAL WMS; ;16;4;12;S;10102;CABECOTE
6;259076;PAR DE BRONZINA MANCAL STD;259076;101;LOCAL WMS; ;5;5;0;S;10101;BLOCO DOS CILINDROS
6;259372;JOGO BRONZINA MOTOR STD (1 CIL);259372;101;LOCAL WMS; ;6;0;6;S;10104;VIRABREQUIM
6;259604;BOMBA OLEO LUBRIFICANTE MOTOR;259604;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;259629;JUNTA CABECOTE FIBRA;259629;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;259645;EMBOLO VALVULA BLOQUEIO RETORNO;259645;101;LOCAL WMS; ;1;1;0;S;10301;CARCACA DE MUDANCAS
6;259647;DIFUSOR OLEO LUBRIFICANTE;259647;101;LOCAL WMS; ;5;0;5;S;10701;ALTERNADOR
6;260063;CAMISA CILINDRO MAN D08 24.280 STD          (L);260063;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;260097;JOGO JUNTAS COMPLETO MOTOR 4 CIL;260097;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;260147;PARAFUSO BANJO VAZIO  14X1,5X25  3 FUROS;260147;101;LOCAL WMS; ;4;0;4;S;11301;CHAPA DO ASSOALHO
6;260335;JOGO JUNTAS COMPLETO MOTOR CUMMINS ISF / QSF 2.8;260335;101;LOCAL WMS; ;1;0;1;S;10120;JOGOS DE REPAROS
6;260417;ANEL VEDACAO TURBO COMPRESSOR;260417;101;LOCAL WMS; ;1;1;0;S;0;<SEM GRUPO>
6;260881;BOMBA OLEO CAIXA CAMBIO COMPLETA;260881;101;LOCAL WMS; ;3;2;1;S;10101;BLOCO DOS CILINDROS
6;261315;CHICOTE ELETRICO UNIDADES BICO INJETOR;261315;101;LOCAL WMS; ;2;2;0;S;10101;BLOCO DOS CILINDROS
6;261316;ARRUELA APOIO MOLA;261316;101;LOCAL WMS; ;16;16;0;S;10101;BLOCO DOS CILINDROS
6;261317;PARAFUSO FLANGEADO;261317;101;LOCAL WMS; ;23;11;12;S;10101;BLOCO DOS CILINDROS
6;261319;MANGUEIRA;261319;101;LOCAL WMS; ;2;2;0;S;10101;BLOCO DOS CILINDROS
6;261471;INTERRUPTOR PRESSAO OLEO;261471;101;LOCAL WMS; ;1;1;0;S;10701;ALTERNADOR
6;262612;PARAFUSO FIXACAO POLIA ;262612;101;LOCAL WMS; ;1;0;1;S;10102;CABECOTE
6;262613;CONEXAO;262613;101;LOCAL WMS; ;1;0;1;S;10102;CABECOTE
6;262652;TAMPA FILTRO ÓLEO MOTOR;262652;101;LOCAL WMS; ;1;0;1;S;10701;ALTERNADOR
6;262717;VALVULA SOBRE PRESSAO FILTRO OLEO (MENOR / ALTURA 150MM);262717;101;LOCAL WMS; ;1;1;0;S;10701;ALTERNADOR
6;262977;SENSOR PRESSAO AR / FREIO VOLVO FH/ FM/ NH;262977;101;LOCAL WMS; ;1;1;0;S;10701;ALTERNADOR
6;263450;SENSOR TEMPERATURA MOTOR / RADIADOR OLEO / BOMBA AGUA MBB;263450;101;LOCAL WMS; ;14;6;8;S;10401;EIX DIANT/TRAS/TRUCK/CARRETA
6;263734;CAMISA CILINDRO MOTOR 0,20'';263734;101;LOCAL WMS; ;4;0;4;S;10101;BLOCO DOS CILINDROS
6;263767;MANGUEIRA INFERIOR RESERVATORIA HIDRAULICO;263767;101;LOCAL WMS; ;1;1;0;S;0;<SEM GRUPO>
6;263768;MANGUEIRA INFERIOR RESERVATORIA HIDRAULICO;263768;101;LOCAL WMS; ;1;1;0;S;0;<SEM GRUPO>
6;264039;ROLAMENTO;264039;101;LOCAL WMS; ;1;0;1;S;11001;ROLAMENTO
6;264801;ANEL SINCRONIZADO GP COM E SEM RETARDER;264801;101;LOCAL WMS; ;1;0;1;S;10301;CARCACA DE MUDANCAS
6;265597;PORCA SEXTAVADA M10X1,50MM;265597;101;LOCAL WMS; ;4;4;0;S;11501;PARAFUSO
6;265913;FILTRO, COMBUSTÍVEL;265913;101;LOCAL WMS; ;1;0;1;S;10109;INJECAO COMBUSTIVEL
6;266755;BOMBA AGUA MWM X10 TODOS 4/ 6 CILINDROS;266755;101;LOCAL WMS; ;4;0;4;S;10108;REFRIGERACAO AGUA
6;266833;PORCA SEXTAVADA;266833;101;LOCAL WMS; ;8;0;8;S;11501;PARAFUSO
6;267450;MANGUEIRA DO RETORNO DE OLEO DA TURBINA 110MM;267450;101;LOCAL WMS; ;2;0;2;S;11301;CHAPA DO ASSOALHO
6;267452;MANGUEIRA RETORNO OLEO TURBINA;267452;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;268675;PARAFUSO OCO BOMBA INJETORA;268675;101;LOCAL WMS; ;6;0;6;S;10301;CARCACA DE MUDANCAS
6;268948;JUNTA RADIADOR OLEO VW MAN D0836 / D0834 , 260/280 CV;268948;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;269001;JUNTA RECIRCULACAO GASES (METAL) - MAN MOTOR D08;269001;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;269055;JUNTA FILTRO CENTRIFUGO MBB OM 457 LA 12 L , 24 VALVULA AXOR-18;269055;101;LOCAL WMS; ;2;0;2;S;10101;BLOCO DOS CILINDROS
6;269145;JOGO ANEL CAMISA-VITON C/ANEL TOMBAK 0,15 MM;269145;101;LOCAL WMS; ;6;12;-6;S;10101;BLOCO DOS CILINDROS
6;269476;SENSOR VELOCIMETRO 54MM;269476;101;LOCAL WMS; ;2;2;0;S;10401;EIX DIANT/TRAS/TRUCK/CARRETA
6;269889;CONE ROLAMENTO ROLETES CONICOS PONTA EIXO ENTALHADO 50X41,27MM;269889;101;LOCAL WMS; ;2;0;2;S;10304;ENGRENAGENS E EIXOS
6;270339;CONJ. RETENTOR PINHAO DIFERENCIAL 240;270339;101;LOCAL WMS; ;1;0;1;S;10501;DIFERENCIAL DIANTEIRO
6;273145;ROLAMENTO RE INTERMEDIARIA;273145;101;LOCAL WMS; ;5;1;4;S;10301;CARCACA DE MUDANCAS
6;273149;PRISIONEIRO EIXO M12X1,75MM;273149;101;LOCAL WMS; ;5;1;4;S;0;<SEM GRUPO>
6;273201;GARFO EMBREAGEM S/ ROLETE;273201;101;LOCAL WMS; ;5;1;4;S;0;<SEM GRUPO>
6;273224;"PARAFUSO FLANGEADO ABRACADEIRA CARDAN M3/8X3/4"" 24UNF 12.9 RT";273224;101;LOCAL WMS; ;1;0;1;S;11501;PARAFUSO
6;273227;PINO TRAVA TRAMBULADOR CAMBIO;273227;101;LOCAL WMS; ;8;12;-4;S;10301;CARCACA DE MUDANCAS
6;273321;KIT ANEIS SEGURANCA;273321;101;LOCAL WMS; ;5;1;4;S;10301;CARCACA DE MUDANCAS
6;276850;GUIA CABECOTE JOHN DEERE;276850;101;LOCAL WMS; ;26;0;26;S;20299;GRUPO EM MANUTENCAO
6;278022;TAMPA DE VALVULA ;278022;101;LOCAL WMS; ;1;0;1;S;10701;ALTERNADOR
6;278883;TAMPA VALVULA MOTOR;278883;101;LOCAL WMS; ;1;1;0;S;10105;DISTRIBUICAO MOTOR
6;279628;JOGO JUNTAS TAMPA VALVULAS;279628;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;280955;RETENTOR CAIXA MUDANCAS;280955;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;282836;EIXO DE CAMES;282836;101;LOCAL WMS; ;1;0;1;S;10504;ARVORE DE TRANSMISSAO / CARDAN
6;285039;BOMBA OLEO MOTOR;285039;101;LOCAL WMS; ;1;1;0;S;10104;VIRABREQUIM
