CODEMP;CODPROD;DESCRPROD;REFERENCIA;CODLOCAL;DESCRLOCAL;CONTROLE;ESTOQUE;RESERVADO;DISPONIVEL;ATIVO;CODGRUPOPROD;DESCRGRUPOPROD
6;285059;BOMBA OLEO MOTOR S/ JUNTA;285059;101;LOCAL WMS; ;1;1;0;S;10104;VIRABREQUIM
6;292372;JUNTA CARTER IVECO;292372;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;293016;BOMBA AGUA MOTOR;293016;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;293779;CONEXAO;293779;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;295869;TAMPAO;295869;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;301427;JUNTA RESFRIADOR OLEO J.DEERE;301427;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;301489;PARAFUSO TAMPA VALVULA CABECOTE M8X100X1,25  MBB ;301489;101;LOCAL WMS; ;28;5;23;S;11301;CHAPA DO ASSOALHO
6;304102;JOGO REPARO VALVULA PWM PARCIAL;304102;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;306279;JOGO BRONZINA BIELA 0,50 FRATURADA;306279;101;LOCAL WMS; ;4;4;0;S;10102;CABECOTE
6;306341;VALVULA ADMISSAO MOTOR;306341;101;LOCAL WMS; ;2;0;2;S;10103;COMANDO DE VALVULAS
6;307735;ANEL SINCRONIZADO 1ª / 2ª MARCHA;307735;101;LOCAL WMS; ;12;2;10;S;10301;CARCACA DE MUDANCAS
6;307754;JOGO ANEIS STD MOTOR CUMMINS C;307754;101;LOCAL WMS; ;6;0;6;S;10102;CABECOTE
6;307795;JOGO BRONZINA BIELA MOTOR CONVENCIONAL STD CUMMINS B;307795;101;LOCAL WMS; ;1;0;1;S;10102;CABECOTE
6;307919;KIT STD MOTOR CUMMINS SERIE C - 8.3;307919;101;LOCAL WMS; ;6;6;0;S;10101;BLOCO DOS CILINDROS
6;307938;PISTAO C/ ANEIS 814/ 815 CUMMINS B STD;307938;101;LOCAL WMS; ;4;0;4;S;10101;BLOCO DOS CILINDROS
6;308263;JOGO ANEIS STD MOTOR;308263;101;LOCAL WMS; ;8;6;2;S;10102;CABECOTE
6;308268;JOGO ANEIS STD MOTOR - CAIXA P/ 2 CILINDROS;308268;101;LOCAL WMS; ;3;0;3;S;10102;CABECOTE
6;308290;JOGO ANEIS STD MOTOR;308290;101;LOCAL WMS; ;4;4;0;S;10102;CABECOTE
6;308489;BIELA MOTOR OM366;308489;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;308509;BUCHA BIELA STD SEMI MOTOR;308509;101;LOCAL WMS; ;1;1;0;S;10106;PISTAO / CAMISA / ANEL
6;308515;BUCHA BIELA STD SEMI MOTOR;308515;101;LOCAL WMS; ;5;0;5;S;10101;BLOCO DOS CILINDROS
6;308532;BUCHA BIELA STD SEMI MOTOR;308532;101;LOCAL WMS; ;6;0;6;S;10106;PISTAO / CAMISA / ANEL
6;308535;BUCHA BIELA STD SEMI MOTOR;308535;101;LOCAL WMS; ;25;18;7;S;10101;BLOCO DOS CILINDROS
6;308538;BUCHA BIELA STD SEMI MOTOR;308538;101;LOCAL WMS; ;1;1;0;S;10106;PISTAO / CAMISA / ANEL
6;308539;BUCHA BIELA MOTOR ACO STD;308539;101;LOCAL WMS; ;6;0;6;S;10106;PISTAO / CAMISA / ANEL
6;308596;JOGO BUCHA COMANDO VALVULAS STD;308596;101;LOCAL WMS; ;2;2;0;S;10102;CABECOTE
6;308604;JOGO BUCHA COMANDO VALVULAS STD SEMI;308604;101;LOCAL WMS; ;1;1;0;S;10102;CABECOTE
6;308608;JOGO BUCHA COMANDO VALVULAS STD SEMI;308608;101;LOCAL WMS; ;4;3;1;S;10102;CABECOTE
6;308615;JOGO BUCHA COMANDO VALVULAS STD;308615;101;LOCAL WMS; ;1;0;1;S;10102;CABECOTE
6;308805;PAR ARRUELA ENCOSTO STD MOTOR;308805;101;LOCAL WMS; ;3;2;1;S;10101;BLOCO DOS CILINDROS
6;309016;JOGO BRONZINA BIELA STD MOTOR;309016;101;LOCAL WMS; ;1;1;0;S;10102;CABECOTE
6;309017;JOGO BRONZINA BIELA 0,25 MOTOR;309017;101;LOCAL WMS; ;1;0;1;S;10102;CABECOTE
6;309027;JOGO BRONZINA BIELA STD MOTOR;309027;101;LOCAL WMS; ;4;2;2;S;10102;CABECOTE
6;309028;JOGO BRONZINA BIELA 0,25 MOTOR;309028;101;LOCAL WMS; ;2;1;1;S;10102;CABECOTE
6;309057;JOGO BRONZINA BIELA STD MOTOR;309057;101;LOCAL WMS; ;1;1;0;S;10102;CABECOTE
6;309063;JOGO BRONZINA BIELA STD MOTOR;309063;101;LOCAL WMS; ;2;0;2;S;10102;CABECOTE
6;309083;JOGO BRONZINA BIELA STD MOTOR;309083;101;LOCAL WMS; ;1;0;1;S;10102;CABECOTE
6;309266;PAR BRONZINA CENTRAL STD MOTOR;309266;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;309402;JOGO BRONZINA MANCAL STD MBB OM457;309402;101;LOCAL WMS; ;4;2;2;S;10102;CABECOTE
6;309403;JOGO BRONZINA MANCAL 0,25 MOTOR;309403;101;LOCAL WMS; ;1;1;0;S;10102;CABECOTE
6;309569;KIT STD MOTOR MWM D229 - PINO 32MM;309569;101;LOCAL WMS; ;6;6;0;S;10101;BLOCO DOS CILINDROS
6;309598;KIT STD MOTOR MAN D08 34 / D08 36;309598;101;LOCAL WMS; ;4;4;0;S;10101;BLOCO DOS CILINDROS
6;309631;KIT STD MOTOR OM457LA EURO 2 / 3 SEM ANEL CAMISA;309631;101;LOCAL WMS; ;12;6;6;S;10101;BLOCO DOS CILINDROS
6;309641;KIT STD MOTOR  WS  AXOR / ATRON OM457LA EURO 5;309641;101;LOCAL WMS; ;12;0;12;S;10101;BLOCO DOS CILINDROS
6;309819;PISTAO C/ ANEL STD MBB OM364 LA / OM366 LA SPA;309819;101;LOCAL WMS; ;6;6;0;S;10101;BLOCO DOS CILINDROS
6;309842;PISTAO C/ ANEIS STD;309842;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;309932;PISTAO C/ ANEIS;309932;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;310064;VALVULA ADMISSAO MBB OM904 / OM906 / OM924 / OM926;310064;101;LOCAL WMS; ;2;0;2;S;10103;COMANDO DE VALVULAS
6;310110;VALVULA TOP BRAKE MBB OM904/ OM906/ OM924 STD;310110;101;LOCAL WMS; ;10;0;10;S;10101;BLOCO DOS CILINDROS
6;310208;BUCHA BIELA STD SEMI MOTOR;310208;101;LOCAL WMS; ;13;8;5;S;10106;PISTAO / CAMISA / ANEL
6;310209;BUCHA BIELA STD SEMI MOTOR;310209;101;LOCAL WMS; ;3;4;-1;S;10106;PISTAO / CAMISA / ANEL
6;310210;BUCHA BIELA STD SEMI MOTOR;310210;101;LOCAL WMS; ;1;0;1;S;10106;PISTAO / CAMISA / ANEL
6;312233;CONE SINCRONIZADOR 1ª / 2ª VEL;312233;101;LOCAL WMS; ;2;1;1;S;10301;CARCACA DE MUDANCAS
6;312258;SENSOR DE ROTACAO;312258;101;LOCAL WMS; ;1;1;0;S;10701;ALTERNADOR
6;312881;VIRABREQUIM MOTOR MAN 4 CIL;312881;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;312966;RETENTOR HASTE VALVULA MBB OM 457 LA-MB 457.933/936/. 458.960;312966;101;LOCAL WMS; ;12;0;12;S;10101;BLOCO DOS CILINDROS
6;317770;ELEMENTO FILTRO OLEO LUBRIFICANTE;317770;101;LOCAL WMS; ;1;1;0;S;10801;FILTRO DE AR
6;317859;ELEMENTO FILTRO BLINDADO OLEO LUBRIFICANTE;317859;101;LOCAL WMS; ;1;1;0;S;10801;FILTRO DE AR
6;317885;ELEMENTO FILTRO OLEO LUBRIFICANTE BLINDADO;317885;101;LOCAL WMS; ;1;1;0;S;10801;FILTRO DE AR
6;317983;ELEMENTO FILTRO BLINDADO COMBUSTIVEL;317983;101;LOCAL WMS; ;1;1;0;S;10801;FILTRO DE AR
6;317989;ELEMENTO FILTRO BLINDADO COMBUSTIVEL;317989;101;LOCAL WMS; ;1;1;0;S;10801;FILTRO DE AR
6;318282;SENSOR ELETRONICO PRESSAO;318282;101;LOCAL WMS; ;3;0;3;S;10701;ALTERNADOR
6;318353;SEDE VALVULA ADM OM 457 AXOR 2540 STD;318353;101;LOCAL WMS; ;14;12;2;S;10101;BLOCO DOS CILINDROS
6;318357;ANEL VEDACAO PORCA TOP BREAK;318357;101;LOCAL WMS; ;14;12;2;S;10301;CARCACA DE MUDANCAS
6;319302;SENSOR TEMPERATURA;319302;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;319672;ANEL SINCRONIZADO GP MOLIBDENIO ROSCA ;319672;101;LOCAL WMS; ;9;4;5;S;0;<SEM GRUPO>
6;320074;TRAVA VALVULA ADMISSAO / ESCAPE OM457;320074;101;LOCAL WMS; ;328;96;232;S;10301;CARCACA DE MUDANCAS
6;320129;JOGO JUNTAS COMPLETO D229 6 CIL;320129;101;LOCAL WMS; ;1;0;1;S;10102;CABECOTE
6;326260;BOMBA AGUA MOTOR;326260;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;326741;SELO GALERIA OLEO BLOCO;326741;101;LOCAL WMS; ;2;0;2;S;10101;BLOCO DOS CILINDROS
6;326767;PISTAO BOMBA OLEO;326767;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;326768;MOLA PISTAO BOMBA OLEO;326768;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;326769;TAMPA PISTAO BOMBA OLEO;326769;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;326788;VALVULA RETENCAO COMBUSTIVEL MBB OM904LA/ OM906LA/ OM926LA FILTRO;326788;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;327506;MORINGA CAMBIO G60;327506;101;LOCAL WMS; ;3;0;3;S;10301;CARCACA DE MUDANCAS
6;327508;ROLAMENTO G60/ G85;327508;101;LOCAL WMS; ;7;1;6;S;10301;CARCACA DE MUDANCAS
6;328026;PRISIONEIRO;328026;101;LOCAL WMS; ;3;3;0;S;10101;BLOCO DOS CILINDROS
6;328027;PORCA;328027;101;LOCAL WMS; ;3;0;3;S;10101;BLOCO DOS CILINDROS
6;331008;VALVULA ADMISSAO;331008;101;LOCAL WMS; ;16;8;8;S;10301;CARCACA DE MUDANCAS
6;331009;VALVULA ESCAPE;331009;101;LOCAL WMS; ;16;8;8;S;10301;CARCACA DE MUDANCAS
6;331047;PINO GUIA MANCAL VIRABREQUIM CONICO MB;331047;101;LOCAL WMS; ;70;28;42;S;10301;CARCACA DE MUDANCAS
6;331209;FILTRO COMBUSTIVEL JOHN DEERE  (KIT COMBUSTIVEL);331209;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;347164;SENSOR TEMPERATURA ;347164;101;LOCAL WMS; ;1;0;1;S;20299;GRUPO EM MANUTENCAO
6;349012;POLIA DESVIADORA CORREIA LISA 48MM FERRO ORIGINAL;349012;101;LOCAL WMS; ;6;3;3;S;10401;EIX DIANT/TRAS/TRUCK/CARRETA
6;356677;ROLAMENTO 85X150X38,5MM;356677;101;LOCAL WMS; ;1;0;1;S;11001;ROLAMENTO
6;360517;MANGUEIRA;360517;101;LOCAL WMS; ;1;1;0;S;10301;CARCACA DE MUDANCAS
6;360860;BICO INJETOR OLEO;360860;101;LOCAL WMS; ;6;8;-2;S;10301;CARCACA DE MUDANCAS
6;361943;BOCAL;361943;101;LOCAL WMS; ;1;1;0;S;0;<SEM GRUPO>
6;362405;INSERTO;362405;101;LOCAL WMS; ;24;0;24;S;0;<SEM GRUPO>
6;362788;PARAFUSO TRAVA PORTADOR;362788;101;LOCAL WMS; ;45;35;10;S;10301;CARCACA DE MUDANCAS
6;368686;RETENTOR HASTE VALVULA OM 457 9X12/15X11,6MM (FPM);368686;101;LOCAL WMS; ;154;0;154;S;10101;BLOCO DOS CILINDROS
6;369122;ABRACADEIRA ;369122;101;LOCAL WMS; ;7;0;7;S;0;<SEM GRUPO>
6;369208;FLEXIVEL TANQUE COMBUSTIVEL AO CABECOTE;369208;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;375141;ROLAMENTO UNIAO PILOTO SECUNDARIO NOVA VERSAO;375141;101;LOCAL WMS; ;1;0;1;S;11001;ROLAMENTO
6;375156;KIT PRESSIONADOR G60/G85;375156;101;LOCAL WMS; ;3;1;2;S;10301;CARCACA DE MUDANCAS
6;375963;ROLAMENTO ESFERAS 55X120X29MM;375963;101;LOCAL WMS; ;2;0;2;S;11101;LUBRIFICACAO DE MOTOR
6;375967;CABECOTE DE MOTOR  OM366 TURBO S/ VALVULA;375967;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;376039;TENSIONADOR CORREIA ALTERNADOR MOTOR CUMMINS;376039;101;LOCAL WMS; ;1;1;0;S;10401;EIX DIANT/TRAS/TRUCK/CARRETA
6;379707;VALVULA ESCAPE ISB QSB CUMMINS B / UNIDADE;379707;101;LOCAL WMS; ;8;8;0;S;10103;COMANDO DE VALVULAS
6;379736;VALVULA ADMISSAO;379736;101;LOCAL WMS; ;12;0;12;S;10103;COMANDO DE VALVULAS
6;379739;VALVULA ESCAPE;379739;101;LOCAL WMS; ;12;0;12;S;10103;COMANDO DE VALVULAS
6;385693;TUBO INJETOR 1º CIL;385693;101;LOCAL WMS; ;1;0;1;S;10109;INJECAO COMBUSTIVEL
6;387439;BOMBA AGUA MOTOR;387439;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;387743;SENSOR TEMPERATURA GAS ESCAPE;387743;101;LOCAL WMS; ;1;1;0;S;11301;CHAPA DO ASSOALHO
6;387939;CONECTOR ENGATE RAPIDO 90º  TUBO 8X1,0MM;387939;101;LOCAL WMS; ;4;0;4;S;10601;FREIO DIANTEIRO
6;389521;TRAVA VALVULA ADM / ESCAPE MOTOR ;389521;101;LOCAL WMS; ;132;24;108;S;10301;CARCACA DE MUDANCAS
6;390590;ANEL SINCRONIZADOR 1º / 2º / 3º / 4º MARCHA;390590;101;LOCAL WMS; ;9;14;-5;S;10304;ENGRENAGENS E EIXOS
6;390632;ANEL SINCRONIZADOR GV / REDUZIDA MOLIBDENIO ROSCA MODERNO;390632;101;LOCAL WMS; ;24;12;12;S;10304;ENGRENAGENS E EIXOS
6;390718;ARRUELA ENCOSTO SUPERIOR;390718;101;LOCAL WMS; ;2;2;0;S;10101;BLOCO DOS CILINDROS
6;390927;TUBO COMBUSTIVEL MOTOR OM457;390927;101;LOCAL WMS; ;1;0;1;S;10301;CARCACA DE MUDANCAS
6;391057;COXIM APOIO FIXACAO MODULO;391057;101;LOCAL WMS; ;6;6;0;S;10101;BLOCO DOS CILINDROS
6;391061;ARRUELA ENCOSTO INFERIOR;391061;101;LOCAL WMS; ;2;2;0;S;10101;BLOCO DOS CILINDROS
6;391072;JUNTA RADIADOR OLEO;391072;101;LOCAL WMS; ;2;2;0;S;10101;BLOCO DOS CILINDROS
6;391627;BOMBA OLEO MOTOR VW;391627;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;392796;VARETA MEDIDORA NIVEL OLEO 1323MM MBB MOTOR 366;392796;101;LOCAL WMS; ;1;1;0;S;11301;CHAPA DO ASSOALHO
6;392871;BUJAO ROSCADO M22 OM457;392871;101;LOCAL WMS; ;10;0;10;S;10301;CARCACA DE MUDANCAS
6;393994;TERMOSTATO;393994;101;LOCAL WMS; ;2;0;2;S;0;<SEM GRUPO>
6;393996;SENSOR DE TEMPERATURA;393996;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;394106;MOLA ACELERADOR;394106;101;LOCAL WMS; ;3;0;3;S;20299;GRUPO EM MANUTENCAO
6;394164;PRISIONEIRO DA TURBINA MOTOR BT ISB;394164;101;LOCAL WMS; ;4;4;0;S;11301;CHAPA DO ASSOALHO
6;394630;PORCA PRISIONEIRO TURBINA 8MM;394630;101;LOCAL WMS; ;4;4;0;S;11501;PARAFUSO
6;394794;PARAFUSO BIELA MOTOR VOLVO ;394794;101;LOCAL WMS; ;12;12;0;S;11301;CHAPA DO ASSOALHO
6;394801;TUBO ENCHIMENTO OLEO MOTOR RESPIRO CARTER LATERAL  ;394801;101;LOCAL WMS; ;2;1;1;S;11301;CHAPA DO ASSOALHO
6;395222;VALVULA CAIXA CAMBIO;395222;101;LOCAL WMS; ;13;11;2;S;11301;CHAPA DO ASSOALHO
6;395400;CORREIA 8PK1445;395400;101;LOCAL WMS; ;1;1;0;S;0;<SEM GRUPO>
6;402351;LINHA COMBUSTIVEL;402351;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;403082;PARAFUSO TAMPA DISTRIBUICAO JOHN DEERE;403082;101;LOCAL WMS; ;3;0;3;S;10105;DISTRIBUICAO MOTOR
6;404477;PARAFUSO FLANGEADO COLETO R ESCAPE M10X1,5X90  MOTOR D13;404477;101;LOCAL WMS; ;12;12;0;S;11301;CHAPA DO ASSOALHO
6;405331;JOGO JUNTAS MOTOR CUMMINS 4B/ 4BT C/ RETENTORES COMPLETO;405331;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;406258;RETENTOR EIXO PRIMARIO TRASEIRO;406258;101;LOCAL WMS; ;3;6;-3;S;10301;CARCACA DE MUDANCAS
6;409243;ADAPTADOR;409243;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;409244;ADAPTADOR;409244;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;409487;VALVULA TERMOSTATICA;409487;101;LOCAL WMS; ;2;0;2;S;10102;CABECOTE
6;411950;ARRUELA DO EIXO COMANDO TRAMBULADOR;411950;101;LOCAL WMS; ;5;1;4;S;11301;CHAPA DO ASSOALHO
6;414090;ROLAMENTO ESFERAS 90 X 160 X 30MM;414090;101;LOCAL WMS; ;2;0;2;S;11101;LUBRIFICACAO DE MOTOR
6;414661;CORREIA 9PK2140 IMP MULTI V;414661;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;428069;ROLAMENTO ROLOS CONICOS EIXO INTERM CAMBIO VV AT2512/ 2812C / D;428069;101;LOCAL WMS; ;2;0;2;S;10304;ENGRENAGENS E EIXOS
6;429351;MANGUEIRA;429351;101;LOCAL WMS; ;1;1;0;S;0;<SEM GRUPO>
6;429952;MANGUEIRA RETORNO OLEO;429952;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;433064;CHAVETA POLIA BOMBA AGUA;433064;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;438455;BUCHA EIXO COMANDO TRAMBULADOR (G60/G85);438455;101;LOCAL WMS; ;4;1;3;S;11301;CHAPA DO ASSOALHO
6;438472;CILINDRO FREIO MOTOR VOLKSWAGEN;438472;101;LOCAL WMS; ;1;1;0;S;0;<SEM GRUPO>
6;440128;AMORTECEDOR DE TORCAO JOHN DEERE ;440128;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;440621;JUNTA TAMPA ENGRENAGENS;440621;101;LOCAL WMS; ;17;0;17;S;10105;DISTRIBUICAO MOTOR
6;440776;TENSOR CORREIA ALTERNADOR;440776;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;440930;RETENTOR EIXO PILOTO;440930;101;LOCAL WMS; ;2;0;2;S;11301;CHAPA DO ASSOALHO
6;442641;ANEL SINCRONIZADO;442641;101;LOCAL WMS; ;6;4;2;S;0;<SEM GRUPO>
6;444255;CABECOTE DE MOTOR OM457/ OM460 EURO 5 2012>>;444255;101;LOCAL WMS; ;12;0;12;S;10101;BLOCO DOS CILINDROS
6;446590;MANGUEIRA ENTRADA AGUA COMPRESSOR;446590;101;LOCAL WMS; ;1;1;0;S;0;<SEM GRUPO>
6;447320;SENSOR VELOCIDADE;447320;101;LOCAL WMS; ;1;0;1;S;10701;ALTERNADOR
6;447345;SENSOR TUBO ADMISSAO COLETOR;447345;101;LOCAL WMS; ;2;1;1;S;10701;ALTERNADOR
6;448150;JUNTA CABECOTE 2 FUROS 1,37MM;448150;101;LOCAL WMS; ;1;0;1;S;11301;CHAPA DO ASSOALHO
6;448409;VARETA NIVEL DE OLEO DO MOTOR   JOHN DERRE;448409;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;448848;PARAFUSO SEXTAVADO;448848;101;LOCAL WMS; ;26;0;26;S;0;<SEM GRUPO>
6;448857;PARAFUSO;448857;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;448860;PORCA DE TUBO;448860;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;449208;ANEL SEGURANCA BI-PARTIDO;449208;101;LOCAL WMS; ;1;1;0;S;10301;CARCACA DE MUDANCAS
6;449212;PARAFUSO OCO;449212;101;LOCAL WMS; ;1;1;0;S;10105;DISTRIBUICAO MOTOR
6;453251;GUIA VALVULA TOP BREAK OM 457 STD;453251;101;LOCAL WMS; ;6;0;6;S;0;<SEM GRUPO>
6;453961;CAMISA CILINDRO OM904/906 +0.040'';453961;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;455072;CONJ. VOLANTE MOTOR C/ CREMALHEIRA MBB OM366 LA ;455072;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;456495;PARAFUSO JETCOOLER MBB;456495;101;LOCAL WMS; ;45;0;45;S;0;<SEM GRUPO>
6;457367;BUCHA DE BEILA  FORD 4600 3CIL;457367;101;LOCAL WMS; ;3;0;3;S;10101;BLOCO DOS CILINDROS
6;457370;VALVULA ADMISSAO  FORD 4600 3 CIL;457370;101;LOCAL WMS; ;3;0;3;S;0;<SEM GRUPO>
6;457972;EIXO DA ENGRENAGEM PLANETARIA FORD CARGO 1723 - 1729 - 2429 - VOLVO VM 270 CEMENTADA;457972;101;LOCAL WMS; ;5;0;5;S;10401;EIX DIANT/TRAS/TRUCK/CARRETA
6;459523;MANGUEIRA RETORNO DA TURBINA JOHN DEERE;459523;101;LOCAL WMS; ;1;0;1;S;10112;TURBINA
6;459918;CONEXAO;459918;101;LOCAL WMS; ;1;0;1;S;11101;LUBRIFICACAO DE MOTOR
6;459919;CONEXAO EM ANGULO;459919;101;LOCAL WMS; ;1;0;1;S;11101;LUBRIFICACAO DE MOTOR
6;459950;TUBO COMBUSTIVEL FILTRO A BOMBA;459950;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;459964;VIRABREQUIM MOTOR MB OM447 // OM457 EURO 3;459964;101;LOCAL WMS; ;1;1;0;S;10120;JOGOS DE REPAROS
6;460477;RADIADOR DE AGUA;460477;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;460790;PARAFUSO COLETOR ESCAPE 8X1,25X80MM 10.9 FLANGEADO;460790;101;LOCAL WMS; ;2;2;0;S;0;<SEM GRUPO>
6;461622;EIXO TRAMBULADOR ALAVANCA P/ CIMA G181;461622;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;461748;RADIADOR OLEO VW ;461748;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;461770;VALVULA ESCAPE JOHN DEERE 9L 3520  6090 ;461770;101;LOCAL WMS; ;10;0;10;S;20299;GRUPO EM MANUTENCAO
6;461792;TUBO COMPRESSOR;461792;101;LOCAL WMS; ;1;0;1;S;20299;GRUPO EM MANUTENCAO
6;461904;TUBO COMBUSTIVEL FILTRO A BOMBA;461904;101;LOCAL WMS; ;1;1;0;S;0;<SEM GRUPO>
6;463127;TRAVA VALVULA ADM / ESCAPE MOTOR;463127;101;LOCAL WMS; ;256;60;196;S;10301;CARCACA DE MUDANCAS
6;463210;OLEO LUBRAX TOP TURBO PRO S 10W40CI4 ACEA E6  ;463210;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;463212;OLEO LUBRAX TOP TURBO PRO SEMISSENTETICO 10W30 CK4 ;463212;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;463701;ROLAMENTO ESFERAS 45X100X25MM EXTERNO EIXO PILOTO;463701;101;LOCAL WMS; ;2;1;1;S;11101;LUBRIFICACAO DE MOTOR
6;465170;PARAFUSO;465170;101;LOCAL WMS; ;1;1;0;S;0;<SEM GRUPO>
6;465171;PARAFUSO PRISIONEIRO;465171;101;LOCAL WMS; ;2;2;0;S;0;<SEM GRUPO>
6;465517;VALVULA TERMOSTATICA 83º;465517;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;466525;TAMPA VALVULA TERMOSTATICA ALUMINIO;466525;101;LOCAL WMS; ;1;1;0;S;0;<SEM GRUPO>
6;466749;SENSOR  TEMPERATURA;466749;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;466778;REPARO VALVULA RADIADOR OLEO C/ ESFERA;466778;101;LOCAL WMS; ;3;0;3;S;10101;BLOCO DOS CILINDROS
6;468033;SENSOR NIVEL OLEO;468033;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;469419;OLEO ATF HIDRAULICO  1 LT;469419;101;LOCAL WMS; ;20;4;16;S;20299;GRUPO EM MANUTENCAO
6;469421;OLEO 15W40 TRUCK CI-4 TURBO BB 20 L;469421;101;LOCAL WMS; ;15;8;7;S;11101;LUBRIFICACAO DE MOTOR
6;469889;JUNTA (BORRACHA) CARTER VW MOTOR MAN D0834 CARTER PLASTICO;469889;101;LOCAL WMS; ;1;1;0;S;0;<SEM GRUPO>
6;469903;TUBO COMBUSTIVEL MOTOR MAN D08 ORIGINAL VW;469903;101;LOCAL WMS; ;1;1;0;S;10101;BLOCO DOS CILINDROS
6;471591;CAMISA CILINDRO STD;471591;101;LOCAL WMS; ;4;0;4;S;10101;BLOCO DOS CILINDROS
6;471769;CAMISA SECA CILINDRO STD MOTOR;471769;101;LOCAL WMS; ;2;0;2;S;10101;BLOCO DOS CILINDROS
6;472492;PISTAO FREIO CAMBIO;472492;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;472759;ARRUELA BRONZE TOP BRAKE;472759;101;LOCAL WMS; ;4;0;4;S;10101;BLOCO DOS CILINDROS
6;475041;SENSOR TEMPERATURA BLOCO;475041;101;LOCAL WMS; ;2;0;2;S;10703;SENSORES E INTERRUPTORES
6;475404;PARAFUSO COLETOR ESCAPE JOHN DEERE;475404;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;475406;POLIA VIRABREQUIM;475406;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;475408;CANO COMBUSTIVEL BOMBA A FLAUTA;475408;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
6;476242;ENGRENAGEM VIRABREQUIM MOTOR OM457 46D;476242;101;LOCAL WMS; ;1;0;1;S;10101;BLOCO DOS CILINDROS
6;476967;FLEXIVEL RETORNO BICOS A BOMBA INJETORA ;476967;101;LOCAL WMS; ;1;0;1;S;0;<SEM GRUPO>
